login,post,posts_time,posts_dt,ticker
A.S.V,$INTC,21:58,2022-12-27,INTC
FA_Options,"Сегодня открыли ещё несколько позиций в нашем публичном канале.

#Опционы

Компания $INTC ( Intel )
Продажа: 25.5 ПУТ
Экспирация: 06 января 2023
Цена продажи: 0.48
Кол-во лотов: 10  
Влияние на маржу: 5340 $
Подходит для депозитов в 5.000$
(не является инвестиционной рекомендацией).

Компания $RCL ( Royal Caribbean )
Продажа: 48 ПУТ
Экспирация: 06 января 2023
Цена продажи: 1.05
Кол-во лотов: 5  
Влияние на маржу: 4624 $
Подходит для депозитов в 10.000$
(не является инвестиционной рекомендацией).

Если есть вопросы по опционам, спрашивайте в комментариях.
Более подробная информация в канале.",20:08,2022-12-27,INTC
Dotcombubble,$INTC Нужно ткнутся в 22$ чтоб достойно проводить 22ой год! Затем можно и на 30-32 сходить (надеюсь что не в 32ом🤣). Ну так хоть более менее по американски будет✊,18:57,2022-12-23,INTC
rambler87,"$INTC второе дно?) на 24,59?",20:37,2022-12-22,INTC
SmallBuster,"$INTC ну что мы все ближе и ближе к 20 $ жаль что, не дотерпел и основную позицию набрал на 26.68, но не так и страшно падение до 20 $, хотя есть подозрение что и 20 $ может быть не предел.",19:33,2022-12-22,INTC
Dr.Freud,$INTC Ну ниже 20 даже ради дивов стоит подобрать.. интересно их сейчас получить можно?,17:53,2022-12-22,INTC
SmallBuster,$INTC все бакс пошёл вниз. Значит ты сегодня вверх. Ждём.,16:01,2022-12-22,INTC
rambler87,"$INTC чиоткраснкет то на открытии же большая вероятность наверх на 0,5% хоть?",15:42,2022-12-22,INTC
FinDay,"📈Intel Corporation ( $INTC ).

Достаточно банальный трейд, но с высокой вероятностью отработки. Паттерн W или двойное дно, в дополнение вырисовывается бычий дивер по индикаторам на старших ТФ. Стратегически следует дождаться котировок на уровне локального дна и на реакции покупателя искать вход в длинную позицию. Цели 30$ и 36$, можно оставить часть на случай пробоя верхнего уровня. Стоп-ордера обязательны, следует размещать за локальным минимумом.",14:26,2022-12-21,INTC
KGGJ,"$INTC

Купил i5 13600 kf. Решил остаться с Intel, особенно после того как появилась новая дорожная карта на 2023 год, где - будет Refresh 13 поколения на 1700 сокете.

$AMD 

Хотел купить r7 7700x, но метеринские платы дорогие, да и 3D версию 7000 серии покажут только в январе и неизвестно по какой цене.",12:21,2022-12-21,INTC
SmallBuster,$INTC вот это стакан с утра )) разлет в 1.25$ жесть.,10:13,2022-12-21,INTC
SmallBuster,"$INTC да видно же, что не можешь подняться. Задавили весь отскок твой. Падай уже.",22:00,2022-12-20,INTC
SmallBuster,$INTC давай уже падай на двадцать. Хватит компосировать мозги.,19:17,2022-12-20,INTC
Sergo11111,$INTC Будет 22-20? У кого какие мысли?,17:08,2022-12-20,INTC
krasotulik,"Анекдот дня: тайваньский производитель полупроводников TSMC отказался поставлять «отечественные» процессоры «Байкал» и «Эльбрус» в Россию.

Теперь компания, которая собирает на базе российских чипов компы и другие устройства, не может выполнить годовой план.

$INTC  пока могут выдохнуть $TSM",15:48,2022-12-20,INTC
maksim_kazan,$INTC где дивиденды,15:14,2022-12-20,INTC
13rusl,"$SBER $SBERP 
В Сбере заявили о повышении лояльности клиентов благодаря речевым технологиям. 

Благодаря новой технологии Insights платформа распознавания и синтеза речи SaluteSpeech от SberDevices позволяет бизнесу выявлять более 300 речевых характеристик диалогов и оценивать удовлетворенность клиентов для 100% телефонных разговоров.

«Бизнесу очень важно иметь полную картину удовлетворенности клиентов контакт-центров. SaluteSpeech Insights дает компаниям всю необходимую информацию по 100% клиентских обращений. Это позволяет внедрить клиентоцентричный подход и принимать взвешенные управленческие решения: объективно оценивать качество взаимодействия операторов с клиентами, определять эффективность маркетинговых кампаний, сравнивать удовлетворенность разных сегментов клиентов и многое другое», — отметил директор дивизиона В2В-продуктов Салют SberDevices Денис Афанасьев.

$YNDX 
«Яндекс Маркет» начал продавать телевизоры под собственным брендом

«Яндекс Маркет» начал продавать телевизоры собственной торговой марки Tuvio. Покупателям будут доступны модели с диагоналями 43 и 32 дюйма за 19 900 рублей и 14 990 рублей. В будущем под этим же брендом компания выпустит холодильники, стиральные машины, микроволновки и другую технику. 

$AAPL 
Apple Watch здорового человека: Обзор часов Apple Watch Ultra

Apple представила новые часы Watch Ultra этой осенью, сразу же спозиционировав их, как гаджет для экстремалов. Я изрядно подзабил на спорт в последний год, так что необходимости в трекере нагрузок у меня не было. Разве что в трекере еды. Но Apple Watch Ultra выглядят очень интересно, так что когда возникла возможность их протестировать, незамедлительно согласился. Оказалось, что это именно такие часы, какими они должны были быть всегда.

$TRNFP 
КТК прокачает 50-51 миллион тонн нефти, заявили в ""Транснефти""

Каспийский трубопроводный консорциум (КТК) прокачает в 2022 году вместо запланированных 63 миллионов тонн нефти порядка 50-51 миллиона тонн из-за остановки на ремонт двух из трех выносных причалов, сообщил глава ""Транснефти"" Николай Токарев.

""Плановые были 63 миллиона тонн, сейчас они где-то в районе 50-51 (миллиона тонн — ред.) выйдут по году. Для Казахстана и его бюджета это, конечно, ощутимые такие суммы"", — сказал Токарев в интервью телеканалу ""Россия 24"".

КТК 22 августа сообщил, что временно вывел из эксплуатации два из трех выносных причальных устройства (ВПУ-1 и ВПУ-2) на нефтеналивном терминале под Новороссийском из-за обнаружения в них неполадок, в связи с чем заявки грузоотправителей будут выполняться в сниженных объемах. Ремонт обоих причалов был завершен к концу ноября.

$INTC 
Планы Intel (INTC) по строительству нового завода в Германии могут оказаться под угрозой, если компания не получит ожидаемых субсидий от официальных властей страны.

Изначально компания планировала открыть завод на востоке Германии в начале 2023 г. В немецких СМИ прошли сообщения о том, что Intel приостановила работу над расширением. Дополнительные субсидии необходимы компании из-за роста цен на энергию и материалы. Cтоимость возведения и запуска завода оценивалась $18 млрд, но теперь затраты могут вырасти до $21 млрд. 

Отчеты. $NKE 
После закрытия американского рынка (00:00 МСК) из компаний крупной капитализации отчет представит Nike (NKE). 

Прогноз: EPS — $0,65 (-21,4% г/г), выручка — 12,57 млрд (+10,7% г/г).

✅Данные. Сегодня после 16:30 МСК будут опубликованы данные о числе выданных разрешений на строительство в США за ноябрь. Прогноз — 1,485 млн. против 1,512 млн в октябре. 

$MOEX 
Мосбиржа запустит торги фьючерсами на индексы Турции, Бразилии и Азии

Помимо ранее анонсированных инструментов с привязкой к DAX и Nikkei, инвесторам будут доступны фьючерсы на индексы Турции, Бразилии и стран Юго-Восточной Азии

#прояви_себя_в_пульсе
#псвп

❌Не ИИР
В рамках стратегии &Абсолютная величина продолжаем удерживать текущие позиции, временная просадка на падающем рынке, для входа в стратегию подходящий момент.",14:11,2022-12-20,INTC
SmallBuster,"$INTC и ну давай уже, дай двадцать. Ты же хочешь этого. Я же вижу что хочешь туда сходить. Иди не стесняйся уже. Маркет мейкер, ты же так хочешь это сделать для больших дядей, так делай. Хватит уже томить. Мы тоже там хотим тебя купить.

UPD: ну не надо врать .. ты не растешь ещё. Ты ещё падаешь.",19:44,2022-12-19,INTC
GMR,"❗️ГЛАВНЫЕ НОВОСТИ 🔥
•ℹ️ Более 75% компаний, у которых на рынке публично обращаются облигации и акции, не раскрывают о себе полной информации, что может повлечь за собой возникновение новых рисков как для самих эмитентов, так и для инвесторов, число таких компаний растёт - Наталья Логинова с #MOEX

•⛽️ Страны ЕС приступили к обсуждению предложения Чехии о введении потолка цен на газ в 188€ за Мвт·ч, если цена на топливо на виртуальном хабе TTF будет превышать 180€ за мегаватт-час в течение трех дней.

•🇭🇺 Глава МИД Венгрии заявил, что страна в любом случае проголосует против потолка цен на газ.

•🔻 Долларовый индекс #PTC упал ниже 1000 пунктов впервые с 17 октября.

•🪙 ЦБ РФ вместе с рынком готовится протестировать криптовалюту для международных расчетов.

•🪙 #Binance купили биржу Tokocrypto - это одна из крупнейших бирж в Индонезии. #крипта

•💵 Cредний курс покупки/продажи наличного доллара в банках Москвы на 16:00 мск составил 66,39/72,69 ₽. #доллар

•💵 Курс #USDRUB пробил отметку 68₽ впервые с мая, затем откатился 67₽.

•💶 Курс #EURRUB пробил отметку 71₽ впервые с мая.

•⚠️ Голосование Маска о его уходе с поста главы $TWTR завершилось, 57,5% за его уход.

•📊 Акции $TSLA получили толчок в результате опроса Маска об уходе с поста главы Twitter. 

•🎲 $ATVI уведомило Комиссию по ценным бумагам и биржам #США о скором изменении в своём руководящем составе.

•🏗 Подготовка к строительству предприятий $INTC в Германии идёт по плану, но на сроки влияют несколько факторов, пока картина полностью не раскрывается. 

•🔍 $GOOGL научила ИИ читать сложный почерк врачей.

❗️СЦЕНАРИИ ПАДЕНИЯ РЫНКА:
https://www.tinkoff.ru/invest/social/profile/GMR/259ba5c8-395b-4fcc-aa48-9d313afa8201

🏆 БУДУЩИЕ ЛИДЕРЫ РЫНКА:
https://www.tinkoff.ru/invest/social/profile/GMR/1e5759bd-5d49-4441-a104-a439819f4678

🎓 СТАТЬ КВАЛОМ, БЕЗ ПРЕМИУМА И $:
https://www.tinkoff.ru/invest/social/profile/GMR/c764fa06-7c36-40e2-b043-3aa1f8c8d2c7

❔О СТРАТЕГИЯХ И ПОДВОДНЫХ КАМНЯХ:
https://www.tinkoff.ru/invest/social/profile/GMR/f9f4aed7-e3a7-4b4c-92e9-71f5972791aa

🔥 СТРАТЕГИИ
🚀 &Go USD на +35%. Долетим до +50% и ребалансировка. Момент для входа хороший. Из всех USD стратегий она обладает наибольшим потенциалом сейчас.

😎 &Антикризисная легендарная рублёвая стратегия, которая не падала никогда. При нынешнем рынке РФ я склонен заходить в него, обладая какой-то информацией, делать за час 10-30% и снова выходить в кэш. Такие шансы могут выпадать несколько раз в год, поэтому пока движения по стратегии происходят редко.

🎰 &Go RUB - никогда не советовал эту стратегию, наоборот отговаривал и ещё в январе предупреждал, что рынок РФ упадёт. Стратегия всегда была для тех мечтателей и романтиков, кто верит в успешное будущее рынка РФ и готов в нём сидеть.

⛔ Но вести стратегию для романтиков, в которую я сам не верю и смотреть как она валится на дно - надоело. В сентябре, в интервью VC, я предсказал что все рублёвые стратегии (даже антикризисные) упадут. Поэтому ещё до мобилизации и крупных просадок я практически полностью вышел в кэш, а капитал начал использовать для сделок, описанных мною тут: https://www.tinkoff.ru/invest/social/profile/GMR/f9f4aed7-e3a7-4b4c-92e9-71f5972791aa

➕ По мере просадок, я наращивал позицию, но оставлял значительную долю капитала в кэше, для мобильности. Таким образом, вместо дальнейшего падения, стратегия росла.

💰 Но не думайте, что на ней можно отлично заработать, ведь особых поводов для роста рынка нет, функционал плечевых деривативов на VIX или путовых опционов и прочих аналогов шортов индексов ещё не ввели, а описанное мною хорошо работает только на низких объёмах капитала, за счёт соответствующей ликвидности, спредов, отсутствия комиссии и тд. Поэтому, в отличие от других балаболов стратегов - я и сейчас не советую/обещаю рост. В ближайшее время мы будем в рынке примерно на 1/3, ожидая падения. А после него (возможно) начнём довходить.

Всем добра, успеха и берегите нервы 🤗
#новости #стратегии $USDRUB",18:25,2022-12-19,INTC
SmallBuster,"$INTC бакс вверх, значит ты идёшь вниз. 
Иначе никак, всегда так было.
Кэш я для увеличения позиции приготовил.",14:58,2022-12-19,INTC
USstocks,"ВАЖНОЕ за минувшие выходные

После Пауэлла дальнейшие комментарии других управляющих ФРС усилили беспокойство. Президент ФРС Нью-Йорка Джон Уильямс заявил в пятницу о сохранении вероятности того, что в следующем году центральный банк США повысит ставки на большую величину, чем предполагал ранее. Как сказала президент ФРБ Сан-Франциско Мэри Дэйли, ""разумно"" полагать, что, достигнув пика, ставки ФРС могут остаться на нем до 2024 года.

В пятницу S&P закрылся ниже своей 50-дневной скользящей средней. S&P 500 просел на 43,39 пункта, или 1,11%, до 3 852,36 пункта, однако резко отыграл часть потерь к закрытию.

▪️Disney: Аватар-2 стал лидером американского проката. В США за первые выходные картина собрала $53 млн, в мире - $103,4 млн при бюджете $350 млн
▪️L3Harris купит Aerojet за $4,7 млрд
▪️Intel откладывает строительство фабрики в Германии и хочет получить дополнительные субсидии  
▪️Twitter: Илон Маск запустил в соцсети опрос по поводу того, стоит ли ему оставаться в должности CEO
▪️Twitter: Команда Маска ищет новые источники финансирования
▪️Tesla анонсирует открытие нового завода в Мексике на следующей неделе — Bloomberg 
▪️Amazon: Немецкий профсоюз предупредил о забастовках перед Рождеством
▪️PepsiCo в 2023 г будет использовать 100 грузовиков Tesla Semi – топ-менеджер
▪️JP Morgan заключил сделку по покупке доли в финансово-технологической фирме Viva Wallet за $800 млн

#сводка #jpm #tsla #pep #amzn #twtr #intc #dis
👣 Заходите в профиль, подписывайтесь на канал.
👀 Комментируйте, ставьте лайки, если было полезно.
$JPM $TSLA $PEP $AMZN $TWTR $INTC $DIS",14:02,2022-12-19,INTC
13rusl,"$VOW3@DE 
В России начались продажи самого большого кроссовера Volkswagen

В апреле 2021 года в Китае был представлен Volkswagen Talagon - кроссовер, потеснивший Teramont и Atlas. Теперь модель можно купить и в России.

Стоимость Volkswagen Talagon в России - от 5 100 000 рублей.


$VKCO 
«Коммерсантъ» узнал о покупке VK выпускающей YouTube-шоу «Что было дальше?» компании

VK закрыла сделку по покупке контрольной доли в компании Medium Quality, выпускающей YouTube-шоу «Что было дальше?» и «Внутри Лапенко», узнал «Коммерсантъ». Она будет делать эксклюзивный контент для видеоплатформ холдинга. Изначально владелец хотел получить за актив «несколько миллиардов рублей», но теперь в сделке нет денежной составляющей, отметил источник. 

Источник Forbes, близкий к Medium Quality, отмечал, что якорным по выручке проектом Medium Quality было шоу «Что было дальше?», рекламная интеграция в котором в начале 2021 года стоила 15 млн рублей, а к осени подорожала до 18 млн рублей. Однако с января шоу не выходит. Журналистка Ксения Собчак в своем Telegram-канале писала, что шоу закрывается. Креативный продюсер проекта Дарья Морозова это опровергла, указав, речь идет о межсезонной паузе. 

$VTBR 
ВТБ запустил международные денежные переводы в Иран

ВТБ запустил денежные переводы в Иран по банковским реквизитам в адрес физических и юридических лиц, сообщила пресс-служба кредитной организации.

$1810 
Компания Xiaomi планирует сократить 6 тыс. сотрудников

Xiaomi планирует существенные сокращения штата компании. Об этом сообщает портал Gadget Tendency.

Известно, что увольнения коснутся почти всех отделов Xiaomi, включая департамент мобильных устройств и интернет-сервисов. В одних отделах будут сокращены до 40% сотрудников, в других — до 75%. В общем компанию покинут около 15-20% от текущего штата, что составляет примерно 6 тыс. человек.

$INTC 
Intel отложила строительство фабрики в Германии, сообщили СМИ

Intel Corp отложила строительство полупроводниковой фабрики в Магдебурге на востоке Германии, которое было намечено на первую половину 2023 года, сообщила региональная газета Volksstimme. По данным издания, полупроводниковый гигант хочет получить дополнительные государственные субсидии.

$GAZP 
В ""Газпроме"" назвали объем подачи газа через Украину на 19 декабря

 ""Газпром"" подает газ через Украину в подтвержденном украинской стороной объеме через газоизмерительную станцию (ГИС) ""Суджа"" — 42,4 миллиона кубометров на 19 декабря, на ГИС ""Сохрановка"" заявка снова отклонена, рассказал журналистам пресс-секретарь российской компании Сергей Куприянов.

""Газпром"", по его словам,  осуществляет подачу газа для транзита через территорию Украины в объеме, подтвержденном оператором страны через ГИС ""Суджа"", — 42,4 миллиона кубометров на 19 декабря.

Куприянов подчеркнул, что Киев отклонил заявку на ГИС ""Сохрановка"".

$TRNFP 
ООО ""Транснефть - Восток"" завершило техническую диагностику нефтяных резервуаров

ООО ""Транснефть - Восток"" выполнило план текущего года по диагностике резервуаров для хранения нефти. Работы проводились на производственных объектах в Иркутской, Амурской областях и Республике Саха (Якутия). Цель обследования - получение данных о техническом состоянии емкости для определения допустимых пределов эксплуатационной нагрузки.

$AAPL 
Инсайдер Гурман рассказал, какие новые устройства разрабатывает Apple

Apple активно разрабатывает сразу несколько мониторов, в том числе обновленный вариант дисплея Pro Display XDR, выпущенного в 2019 году. Об этом сообщил репортер Bloomberg Марк Гурман в своем информационном бюллетене.

$MSFT 
Названа окончательная «дата смерти» браузера Internet Explorer

Компания Microsoft объявила окончательную дату отключения браузера Internet Explorer на компьютерах с операционной системой Windows 10. Как сообщает портал XDA, это произойдет 14 февраля 2023 года.

❌не ИИР
#прояви_себя_в_пульсе
#псвп
&Абсолютная величина",12:23,2022-12-19,INTC
basebel,"$INTC
#Германия #деиндустриализация 
История с обломом промышленных планов Германии продолжается. Intel подвесила планы по строительству в Магдебурге мегазавода по производству чипов стоимостью €17 млрд. Строительство должно было начаться к середине 2023 года, а правительство планировало предоставить на проект субсидию в размере €6,8 млрд. Теперь компания говорит, что «многое изменилось». Блумберг пишет, что ыысокие цены на энергоносители, рыночный спад и даже субсидии в соответствии с Законом США о снижении инфляции могут поставить под угрозу планы ЕС производить 20% микросхем в мире к 2030 году.",12:37,2022-12-18,INTC
maksim_kazan,$INTC где дивиденды,10:31,2022-12-18,INTC
rambler87,$INTC Интел вроде как всегда рекомендовали и такие иксы вниз делает,4:17,2022-12-18,INTC
lunjio,"$APPH Короче чтобы все понимали, Американцы торгуют будущим, в основном опционами, они живут ожиданиями. Именно поэтому хороший бизнес типа $INTC могут сливать, хотя вроде кэш есть, прибыль, а перспективы туманные в плане темпов роста. Именно поэтому могут на хорошем отчёте акция лететь в ад, потому что дала туманные перспективы, либо ракетить на плохом, ибо надо смотреть в будущее, текущий отчёт это прошлое. Прошлым только пессимисты живут, ну и дураки, ещё граждане СССР, но это другая тема. 
  Третья пятница квартальных месяцев(март, июнь, сентябрь, декабь), время когда в Америке истекают опционы( исполняются автоматически), контракт на покупку или продажу акций с определенной премией продавцу опциона, который даёт право покупателю опциона, купить или продать  актив по заранее оговоренной цене при наступлени условий по цене, либо же при экспирации. Тут у нас было очень много опционов пут ( на продажу, покупатель такого опциона делает ставку что актив упадет ещё ниже чем цена в договоре, тем самым он купит дешевле чем в договоре и продаст подороже, либо же тупо хэджирует, страхует, свою лонговую позицию по акциям. Допустим купили вы акции помоечки APPH, а чтобы застраховаться от падения акций, невилировать потери, опцион пут приобрели. Так вот у нас было много опционов на 0.5, маркет мейкер тупо понизил цену ниже 0.5, чтобы исполнить опционы по выгодным условиям и это все за считанные минуты, возможно завтра закрытие дня будет в районе 0.6. в любом случае на пару сотен баксов куплю, падение цены не означает делистинг как таковой. Им могут помочь региональные власти чуток, гранты и т.п. Их могут купить в конце концов.",0:27,2022-12-17,INTC
SmallBuster,"$INTC если смотреть в полный терминал, то можно увидеть что акции начали покупать инсайдеры. И достаточно хороший объём берут, не знаю когда разворот, не отрицаю что все ещё думаю что может сходить на 20$, но уж лучше тут стоять чем в диком $TAL , ну и тут в intel все же есть дивидендная история. 

Так что пока переложил то что смог продать из незаблокированных в tal остатках.

Частично зафиксировал плюс в $VIPS",21:42,2022-12-16,INTC
ZvezdniyDen,"Упавшие FAANG, уничтожение Nasdaq - конец ралли стоимости 2022 года для технологических акций 

Инвесторы запомнят 2022 год как год, когда сказание о больших технологиях наконец дало трещину, положив конец многолетнему периоду мощного лидерства на рынке. В следующем году видется мало признаков облегчения. 

Крупные корпорации, такие как Amazon.com Inc. $AMZN , Alphabet Inc. $GOOGL , Tesla Inc. $TSLA , Nvidia Corp. $NVDA  и Meta Platforms Inc. $META *, потеряли в этом году треть или более своей стоимости, а индекс Nasdaq 100, ориентированный на высокие технологии, упал на 29%. , уничтожив около $5,6 трлн рыночной стоимости. 

Растущая инфляция и процентные ставки разрушили благоприятные условия, которые способствовали многолетнему развитию технологий, повысив вероятность рецессии в 2023 году. 

•«Впервые за 5–10 лет в крупных технологиях наблюдается значительное ухудшение фундаментальных показателей», — сказал Джастин Келли, главный исполнительный директор Winslow Capital Management. «Это существенное изменение в долгосрочной перспективе для этих компаний». 

Экономический фон в конце 2022 года стал более суровым, чем год назад. Высокая инфляция была главной темой года, наряду с попытками Федеральной резервной системы бороться с ней посредством агрессивного повышения процентных ставок. 

Доходность 10-летних казначейских облигаций увеличилась более чем вдвое в 2022 году, в то время как индекс доллара США находится на пути к самому большому годовому скачку с 2015 года. И то, и другое является токсичным для быстрорастущих, высоко оцененных компаний, которые доминируют в Nasdaq 100.

Хотя последние отчеты показывают, что ценовое давление начинает снижаться, председатель ФРС Джером Пауэлл заявил в среду, что центральный банк не близок к завершению своей антиинфляционной кампании. Nasdaq 100 не закрывался выше своей 200-дневной скользящей средней с апреля, это самый длинный такой период за 20 лет. 

Эта распродажа снизила значение FAANG, которая доминировала на рынке - в настоящее время составляет около 13% веса индекса S&P 500, что является самым низким показателем более чем за два года. Это ниже рекордных 19% в 2020 году. 

Хотя FAANG по-прежнему пользуется популярностью на Уолл-стрит, история показывает, что лидеры рынка одной эпохи почти никогда не доминируют в следующей. 

•«У нас было десятилетие превосходства», — сказал Кит Лернер, один из директоров по инвестициям Truist Advisory Services. «Каждый раз, когда технологии падали, инвесторы покупали падение. Людям потребуется время, чтобы признать, что все изменилось». Он сослался на «оценки выше среднего и слабую динамику прибыли» в качестве причин, по которым лидеры имеют недостаточный вес в секторе. 

Рекордные 13 компаний S&P 500 потеряли в этом году не менее 100 миллиардов долларов рыночной стоимости, и 12 из них связаны с технологиями. Заметные потери: Amazon.com Inc. потеряла 756,7 млрд долларов, Alphabet потеряла 689,7 млрд долларов, а стоимость Meta испарилась на 616,8 млрд долларов. В список также входят Apple $AAPL , Tesla, Microsoft $MSFT , Nvidia и Netflix $NFLX . 

В зависимости от того, как сложатся последние две недели декабря, это сообщество может привлечь к себе пару других технологических компаний: убытки Intel Corp $INTC . и Accenture Plc $ACN  составляют около 90 миллиардов долларов.

* организация запрещена в РФ

#msft #tsla #googl #nvda #intc #meta #amzn #nflx #aapl #acn",18:49,2022-12-16,INTC
