login,post,posts_time,posts_dt,ticker
InveStorylife,"Нефть приуныла 🥲 А золото продолжает победное шествие 😎

Котировки нефти снова упали ниже $80 — теплая зима, рост добычи в Нигерии и страх рецессии давят на нефтяные цены. Российский рынок на этом фоне остаётся без поддержки и потому падает на 0.21%, а рубль слабеет до 72 за доллар.

А подмеченный нами ранее тренд на рост золота продолжается: золото дорожает до $1863 за унцию, Полюс $PLZL пробивает 8000 рублей за акцию 📈 Держим лонг в Полюсе  — полёт нормальный ✈️

Китай пока радует больше всех: Hang Seng за последние пять торговых дней прибавляет +6%. Зафиксировали часть позиции в Tencent с прибылью +12.6% — с учётом того, что заболеваемость в Китае достигает критических отметок, китайские индексы с высокой вероятностью уже совсем скоро перейдут в коррекцию, где мы их и докупим в наш гонконгский портфель😌

На американском рынке продолжается ""резня"" больших техов — сегодня падает $MSFT на -4.69% (!), до этого резко снижался $AAPL . S&P500 пока ещё пытается держаться, но без мегатехов удерживать текущие отметки будет невозможно. Так что нашим фаворитом пока что остаётся именно 🇨🇳 Китай.

Ставь 🔥 если тоже инвестируешь в китайские акции 😉",19:06,2023-01-04,MSFT
Foxdkek,"🔥Добрый вечер! Новости 04.01.2023🔥
______________________________
📈 ""Газпром"" обновил рекорд суточных поставок газа в Китай по ""Силе Сибири"". ""Газпром"" начал год с рекордов, 1 и 3 января превысив предусмотренный контрактом уровень суточных поставок газа в Китай, сообщила компания. ""Напомним, что с 1 января компания вышла на принципиально новый уровень суточных поставок, предусмотренный контрактом для 2023 года. Вместе с тем, уже 1 и 3 января ""Газпром"" превысил этот уровень (3 января — на 0,45%)"".
( $GAZP )

🇷🇺 «Роснефть» открыла газозаправочные станции в Оренбуржье. «Роснефть» в рамках реализации государственной программы по развитию газомоторного топлива открыла газозаправочные станции в Оренбургской области. Станции укомплектованы технологическим оборудованием отечественного производства. Максимальная производительность станции составляет 17 000 кубометров газа в сутки.
( $ROSN )

📈 В 2022 году оборот торгов ""Московской биржи"" вырос до рекордных 1,1 квадриллиона руб. Совокупный объем торгов на рынках ""Московской биржи"" по итогам 2022 года вырос на 4,6% по сравнению с 2021 годом и составил 1,1 квадриллиона рублей, говорится в сообщении биржи. 
( $MOEX )
______________________________
📉 Акции Apple с начала 2023 года упали почти на 4%. Уже с начала 2023 года акции Apple упали примерно на 3,7%, что привело к уменьшению капитализации менее чем до 2 триллионов долларов.
( $AAPL )

📊 Coinbase заплатит властям США $50 млн за нарушение законов о борьбе с отмыванием денег. ""Расследование департамента финансовых услуг выявило обширные и затяжные недостатки в программе Coinbase по борьбе с отмыванием денег, включая оценку клиентов, мониторинг платежей и систему отчетности по подозрительной активности"".
( $COIN )

📈 Бумаги Alibaba выросли после разрешения «дочке» увеличить капитал. Спрос на бумаги вырос после сообщения о том, что финтех Ant Group — дочерняя компания Alibaba (доля в 33%).
( $BABA )

📊 Citigroup предрекла рост STOXX 600 на восемь процентов к концу года. Аналитики Citigroup сегодня сообщили, что прогнозируют рост панъевропейского индекса STOXX 600 к концу 2023 года до 475 пунктов, что примерно на 8% выше текущего уровня. 
( $C )

📊 Twitter (запрещен в России) смягчит рекламную политику в сфере общественно значимых проблем. ""Мы смягчаем нашу политику в отношении рекламы, посвященной общественно значимым событиям и проблемам, в США. Мы также планируем в ближайшие недели расширить разрешаемую нами политическую рекламу"".
( $TWTR )

📊 Агрегатор новостей Google News перестал открываться из России. Агрегатор новостей Google News перестал быть доступен в России, при переходе на страницу возникает окно загрузки, однако сам сайт не загружается, при этом в реестре ограниченных Роскомнадзором ресурсов его нет, передает корреспондент РИА Новости.
( $GOOGL )

📉 Акции Tesla упали до минимумов с августа 2020 года. Основной причиной падения стоимости акций рыночные эксперты называют данные по поставкам электромобилей по итогам четвертого квартала 2022 года. Они хоть и выросли на 31%, до рекордных 405,278 тысячи электромобилей, но оказались меньше прогнозов аналитиков.
( $TSLA )

📊 Microsoft хочет внедрить ChatGPT в поисковую систему Bing, чтобы отвечать на запросы пользователей  О планах Microsoft сообщили источники The Information, отметив, что разработчики ChatGPT из OpenAI готовы расширить своё сотрудничество с корпорацией.
( $MSFT )

📈 Rivian нарастил производство в 2022 году. на 20%, но не достиг цели в 25 тыс. электромобилей. Американский производитель электромобилей Rivian Automotive Inc. увеличил производство в 2022 году почти на 20%, однако не смог достичь цели выпуска 25 тыс. машин.
( $RIVN )
______________________________
Хочешь видеть ещё больше актуальных новостей?👋
Подписывайся, чтобы не пропустить.✅








Не является индивидуальной инвестиционной рекомендацией.
Источник: ""ПРАЙМ, investing, vc"".
#новости",18:46,2023-01-04,MSFT
Dengy_ne_problema,"По $MSFT предупреждал ранее, что жду здесь снижения 
225 цель далее 215 

На Америке сейчас кроме $NEM наверное очевидных защитных идей известных нет. 
$PYPL могут только павшие ангелы как то удивить отскоком в моменте, но это рискованно И не очевидно",17:35,2023-01-04,MSFT
ZefirkaVoin,$MSFT ниже 212 никак не спустится,17:35,2023-01-04,MSFT
Dividends1plus1Growth,"$MSFT Цену понизили, значит нужно UBS закупиться.",16:45,2023-01-04,MSFT
InvestingNew,"#UBS понизил рейтинг $MSFT, ссылаясь на ухудшение перспектив Azure и Office",16:31,2023-01-04,MSFT
Dengy_ne_problema,"Проснулись 

⬇️ $MSFT: ретинг понижен до «держать» с «покупать»; целевая цена понижена до $250 c $300 - аналитик UBS

⬇️ $PFE: рейтинг понижен до «держать» с «покупать»; целевая цена установлена в $60 - аналитик $BAC BofA

⬇️ $MS: рейтинг понижен до «хуже рынка» с «лучше рынка»; целевая цена установлена в $92 - аналитик Wolfe Reserch

⬆️ $PYPL: рейтинг повышен до «лучше рынка» с «по рынку»; целевая цена установлена в $100 - аналитик Exane

➡️ $AMZN: установлен рейтинг «покупать»; целевая цена $130 - аналитик Evercore

➡️ $GOOGL: установлен рейтинг «покупать»; целевая цена $118 - аналитик New Street Reserch

➡️ $META: установлен рейтинг «покупать»; целевая цена $145 - аналитик New Street Reserch

➡️ $NFLX: установлен рейтинг «по рынку»; целевая цена $304 - аналитик New Street Reserch

➡️ $SNAP: установлен рейтинг «покупать»; целевая цена $ 12 - аналитик New Street Reserch

⚠️⬇️ $AAPL: целевая цена понижена до $ 175 c $200 - Wedbush

🇺🇸 ЗАЯВКИ НА ИПОТЕКУ MBA В США ФАКТИЧЕСКИЕ -10,3% (ПРОГНОЗ -, ПРЕДЫДУЩИЕ 0,9%) $MACRO

⚡️30-ЛЕТНЯЯ СТАВКА ПО ИПОТЕКЕ MBA В США ФАКТИЧЕСКАЯ 6,58% (ПРОГНОЗ -, ПРЕДЫДУЩИЕ 6,34%) $MACRO

💉🇺🇸 $MRNA Moderna купит OriCiro Genomics за $85 млн

🗣 «С этим приобретением мы получаем лучшие в своем классе инструменты для бесклеточного синтеза и амплификации плазмидной ДНК, ключевого строительного блока в производстве мРНК», — сказал Стефан Бансел, генеральный директор Moderna. «Технология OriCiro стратегически дополняет наш производственный опыт и еще больше ускоряет наши исследования и разработки. Мы с нетерпением ждем возможности приветствовать команду OriCiro в Moderna».",15:01,2023-01-04,MSFT
USstocks,"🔻Microsoft: Аналитик UBS Карл Кейрстед понизил рейтинг с «Покупать» до «Нейтрального» с целевой ценой $250

Аналитик ссылается на более слабый раунд полевых проверок облачных провайдеров, включая Azure, и на мнение о том, что рост количества мест в Office, вероятно, замедлится в 2023 году. 

Azure может увидеть «резкое замедление роста», которое хуже, чем ожидалось, и не только из-за сложных макроэкономических условий. 

Office 365 так же уязвим к замедлению в 2023 году, поэтому акции Microsoft уже отражают «защитную премию».

#msft
👣 Заходите в профиль, подписывайтесь на канал.
👀 Комментируйте, ставьте лайки, если было полезно.
$MSFT",14:42,2023-01-04,MSFT
dralban,"$MSFT Почему падает против рынка, какие-то новости? Или сегодня очередь майков дампить? Последний фанг, которого ещё не утопили",14:08,2023-01-04,MSFT
USstocks,"ВАЖНОЕ за минувшую ночь

Основные индексы Уолл-стрит упали в первый торговый день года, причем наиболее сильное давление на них оказали падающие акции Tesla и Apple.

S&P 500 снизился на 15,36 пункта, или на 0,40%, до 3824,14 пункта.

Во вторник государственные СМИ Китая сообщали о том, что ослабление карантинных мер не привело к сильному росту заболеваемости COVID.

Сегодня внимание участников рынка сосредоточено на ожидаемых протоколах заседания ФРС.

▪️Twitter расширит перечень допустимой политической рекламы
▪️Tesla в первый торговый день 2023 г потеряла свыше 12%
▪️Рыночная капитализация Apple опустилась ниже $2 трлн
▪️Rivian Automotive Inc увеличил производство в 2022 году почти на 20%, однако не смог достичь цели выпуска 25 тысяч машин/год. 
▪️Microsoft запустит версию поисковой системы Bing с искусственным интеллектом. 

#сводка #msft #rivn #tsla #twtr #aapl #китай #china
$MSFT $RIVN $TSLA $TWTR $AAPL",13:58,2023-01-04,MSFT
Hard_Trade,"Господа, всех приветствую 💸

🇺🇸 Палата представителей конгресса США по итогам третьего раунда голосования вновь не смогла выбрать нового спикера. Выборы спикера продолжатся сегодня

🇨🇳 Китай приостановит инвестиции в дорогостоящие чипы из-за бюджетных ограничений, вызванных ситуацией с Covid. Планируются альтернативные меры стимулирования производства чипов 

▶️ Кэти Вуд начала год с продолжения покупки акций Tesla $TSLA – вчера купила 144,7 тыс бумаг

▶️ Компания Alibaba $BABA по потребительскому финансированию получила одобрение своего плана капитализации от банковского и страхового регулятора Чунцина. Акции Alibaba в Гонконге подскочили на 9%

▶️ Microsoft $MSFT работает над запуском версии поисковой системы Bing с использованием искусственного интеллекта, чтобы конкурировать с Google $GOOGL

▶️ Moderna $MRNA готовится к запуску нескольких вакцин по всему миру в период с 2023 по 2026 г

▶️ Intel $INTC представила мобильные процессоры intel core 13-го поколения

▶️ Apple $AAPL запатентовала Apple Pencil следующего поколения, который может выбирать цвета из реального мира, а затем вводить тот же цвет на iPad, а также другие функции

▶️ Amazon $AMZN получил лицензию на торговлю электроэнергией в Индии

🛢 Brent торговалась на уровне $80,58 за баррель

Фьючерсы США

🟢 S&P500 +0,48%
🟢 Nasdaq +0,89%

Китай
🟢 China A50 +0,69%
🟢 Hang Seng +2,95%

🟢 Биткоин +0,80%",11:43,2023-01-04,MSFT
A.Golvets,"​​Доброе утро, друзья! 🏴‍☠️

Текущий курс валют по данным ЦБ РФ:
₽70,33/$1 🔻
₽75,65/€1 🔻
₽98,94/10¥ 🔻

🏴‍☠️ Nikkei  теперь пишет про избыток чипов, который по прогнозам продлится большую часть 2023 г. Запасы чипов и других полупроводников выросли на фоне спада в техсекторе.

🇷🇺🇪🇺 Экспорт ""Газпрома"" $GAZP  в страны дальнего зарубежья в наступившем году может достичь минимального с 1980-х годов уровня.

🇨🇳 Китай рассматривает дополнительные меры поддержки девелоперов.

🇺🇸 Microsoft $MSFT  работает над запуском версии своей поисковой системы Bing с использованием искусственного интеллекта.

🇨🇳 Китайские регуляторы одобрили план Ant Group  по увеличению капитала с 8 млрд до 18,5 млрд юаней.

🇺🇸 Капитализация Apple $AAPL  опустилась ниже отметки в $2 трлн впервые с 2021 года.

🛢За последние 2 недели 2022 года инвесторы увеличили позиции по нефти на 103 млн баррелей. 

Последний день торгуются с дивидендами:
Россети Ленэнерго - 0.4435 руб.
Россети Московский регион - 0.0849 руб.
Россети Центр и Приволжье - 0.03015 руб.
Россети Урал - 0.01893 руб.
Россети Ленэнерго прив. - 0.4435 руб.
Россети Центр - 0.034 руб.",11:14,2023-01-04,MSFT
23krasa4ik23,"☀️ ДОБРОЕ УТРО! ОБЗОР ☀️ 

👋 Акции в США подешевели перед важной статистикой на этой недели, что поддержало доллар. Текущая неделя насыщена макроэкономическими показателями. Предоставленные данные могут повлиять на то, когда и на каком уровне процентные ставки в США могут достичь пика. Ожидается, что данные о занятости в США на этой неделе покажут, что рынок труда остается напряженным, в то время как потребительские цены в ЕС могут показать некоторое замедление инфляции по мере снижения цен на энергоносители. Рост курса доллара стимулирует снижение цен на нефть, которые также были под давлением из-за опасений по поводу замедления глобального экономического роста, особенно после того, как данные показали, что производственная активность в Китае сократилась в декабре.

✏️ К НОВОСТЯМ:

🟨 Bloomberg: в Китае переполнены крематории из-за высокой смертности от COVID-19

🟨 Китай приостановит инвестиции в дорогостоящие чипы из-за бюджетных ограничений, вызванных ситуацией с Covid. Планирует альтернативные меры стимулирования производства чипов

🟨 $BABA  - китайские регуляторы одобрили план Ant Group по увеличению капитала с 8 млрд до 18,5 млрд юаней.

🟨  FTC заявляет, что не ведет переговоров об урегулировании ситуации по сделке $MSFT $ATVI  

🟨 $MSFT  работает над запуском версии своей поисковой системы Bing с использованием искусственного интеллекта. Может усилить свои позиции в конкуренции с Google в плане поиска  

🟨 Управляющие и фонды увеличили лонги в нефти в последние две недели 2022 г",10:13,2023-01-04,MSFT
