login,post,posts_time,posts_dt,ticker
TheMoon,"В пн. первый рабочий день месяца. А их в январе остаётся мало для продажи $USDRUB экспортёрами для налогов и дивидендов. 
Шорт  $SiH3 или $USDRUBF на недельку-две.

 Как думаете?",20:19,2023-01-07,USDRUB
NemoCapital1,$USDRUB Доллар по тридцать кричали они !!!!!,20:02,2023-01-07,USDRUB
Investor_Sergei,"Акции, крипта и валюта - все в минусе. А что выросло? Сколько заработали активы в 2022 году 

Закончился, пожалуй, самый тяжелый год в истории российского фондового рынка. Подведем итоги. Давайте посмотрим, как вели себя различные и на сколько изменились в стоимости активы различных классов в прошлом году. 

👉 Акции

🇷🇺 Россия 
• Индекс Мосбиржи (IMOEX) — -43% 
• Индекс РТС (RTSI) (Индекс Мосбиржи в пересчете в $) — -39%
• Индекс МосБиржи полной доходности «брутто» (MCFTR) (с учетом дивидендов) — -37%

🇺🇸 США
• Индекс S&P500  — -20% 
• Индекс S&P500 (в пересчете на руб.) — -24%

🇨🇳 Китай
• Индекс Shanghai Composite — -15%
• Индекс Shanghai Composite (в пересчете на руб.) — -28%

🇩🇪 Германия
• Индекс DAX — -13%
• Индекс DAX (в пересчете на руб.) — -22%

👉 Облигации

• Индекс Мосбиржи государственных облигаций (RGBITR) — +4%
• Индекс Мосбиржи корпоративных облигаций (RUCBITR) — +8%

👉 Деньги

• Доллар США — -5%
• Евро — -10%
• Юань — -15%
• Депозиты, руб. — +7,7%
• Депозиты в долларах — депозиты перестали существовать. 
• Депозиты в евро — депозиты перестали существовать. 

👉 Товары 

• Золото (по курсу ЦБ), руб. — -5%
• Серебро (по курсу ЦБ), руб. — -1%
• Нефть (Brent), $ — +10%
• Нефть (Brent), руб. — +5%

👉 Недвижимость 

• Недвижимость в Москве, руб. — +5%
• Недвижимость в Москве, $ — +11%

👉 Криптовалюты

• Bitcoin, руб. — -66%
• Etherium, руб. — -69%

❗️ Инфляция — +12%

Итоги:

❗️ В 2022 году из-за начала СВО и последовавших санкций российский фондовый рынок, да и финансовая система в целом оказались под рядом ударов: весной рынки не работали больше месяца, произошла блокировка активов российских граждан и компаний, проблемы с оборотом валюты, часть финансовых продуктов просто не пережила этот год. Этого не будет видно годы спустя на графиках. 

📊 Практически все основные активы и индексы по итогам года ушли в минус. 

📊 Обвал в криптовалютах.

📊 Просели индексы почти всех основных фондовых рынков стран мира.

📊 Недвижимость продолжила расти.

📊 Инфляция в России стала двузначной. 

❗️ Помните, что каждый год в топе разные инструменты. 

❓ Как ваши успехи в инвестициях в 2022 году? 

#инвесторсергей_инвестиции
$USDRUB $EURRUB $CNYRUB $GLDRUB_TOM",16:47,2023-01-07,USDRUB
DDominator,"$USDRUB Осталось 0.95 доллара на счету  , от него нельзя избавиться ?",16:42,2023-01-07,USDRUB
VIPINVESTORS,"$USDRUB Доллар к рублю по итогам 2022 года упал на 6,4%, до ₽69,9
Хотя курс не сильно изменился относительно уровней закрытия 2021 года, валюта за последние 12 месяцев показала сильную волатильность. «РБК Инвестиции» собрали самые заметные взлеты и падения
Индекс МосБиржи
IMOEX
+0,33%

Фото: Shutterstock
В последний день торгов 2022 года курс доллара на Мосбирже закрылся на отметке ₽69,9, курс евро составил ₽74,3. Об этом свидетельствуют данные площадки на 18:50 мск. 30 декабря 2021 года торги долларом закрылись на отметке ₽74,68, евро — на отметке ₽84,52. Таким образом, за год курс доллара упал на 6,4%, курс евро — на 12,09%.

Инвесторам 2022 год запомнился высокой волатильностью  курса — самой сильной с кризисного 2014 года, отмечают аналитики «БКС Мир инвестиций». Быстрое восстановление российской валюты с абсолютных исторических минимумов в марте до семилетних максимумов в конце июня вполне сравнимо по скорости и неожиданности с предшествовавшим обвалом. В этом состоит уникальность 2022 года, что обусловлено прекращением действия бюджетного правила и высокой экспортной выручкой, рассказали эксперты.

Весной доллар показал резкое укрепление на фоне начала спецоперации — 10 марта курс доллара на Московской бирже обновил абсолютный исторический рекорд, достигнув отметки ₽121,52, курс евро в тот же день вырос до ₽130,5. На международном валютном рынке Forex американская валюта по отношению к рублю побила рекорд за всю историю: 7 марта она взлетела на 44,2% и достигла ₽177,26 за доллар.",16:38,2023-01-07,USDRUB
Domanoof,"$USDRUB добрые люди подскажите пожалуйста. Сняли ограничения или нет? Выпал из новостного фона... Как в старые добрые, можно тут прикупить и перевести на карту Тинькофф, затем снять в банкомате? Или до сих пор только в обменник бежать?
Заранее спасибо 🙏",16:27,2023-01-07,USDRUB
Advaser,"Моя стратегия на 2023 год: Крипта.

Все написанное ниже является моими мыслями и стратегией за которую я голосую рублем. Как инвестор я могу ошибаться и принимать неверные решения. Не является индивидуальной инвестиционной рекомендацией.

2022 год был богат на негативные события для крипто индустрии в целом. И затянувшаяся криптозима вполне еще может перерасти в ледниковый период. Во второй половине 2022 года в очередной раз начал формирование своего криптопортфеля.

На данный момент портфель состоит из четырех активов (с округлением):

•Bitcoin - 60 процентов от портфеля.
•Ethereum - 20 процентов от портфеля.
•Solana - 10 процентов от портфеля.
•Polkadot - 10 процентов от портфеля.

Какие ожидания лично у меня на 2023 год:

Не ожидаю кардинальной смены тренда в крипте в первой половине года. Первое полугодие кажется мне неплохим временем для продолжения формирования своего портфеля. 

Мои ожидания на 2023 год.

•Рынок ждет очищение от неэффективных проектов, они просто не переживут криптозиму.
•Уход от централизованных решений к децентрализованным. Чанпэн Чжао открыл ящик Пандоры и возможно это его и погубит. Даже если доверие инвесторов к централизованным биржам будет восстановлено не нужно забывать про США. Очень сомневаюсь, что они простят Чжао подлянку в сторону FTX, думаю как раз в 2023 году мы увидим их реакцию и я бы не держал много денег на Binance.
•2023 год станет годом усиления регуляции и первым делом это затронет централизованные биржи. А так же классические обеспеченные ликвидными активами стейблкоины. Алгоритмические стейблкоины по моему мнению ждет самое большое давление со стороны регуляторов, вообще не держал бы в них деньги. Моим выбором в путешествиях и накоплении криптодолларов остается USDC как самая надежная на данный момент альтернатива доллару классическому $USDRUB
•Массовый уход с централизованных бирж, должен спровоцировать новый рассвет децентрализованных решений, расширение функционала некастодиальных горячих кошельков. Расширения линеек холодных кошельков. Появление новых DeFi проектов. В 2023 году можно будет осторожно искать новые идеи для портфеля.

Рынок уже пережил очень многое и выстоял. Введение понятных правил игры со стороны регуляторов, спрос со стороны инвесторов на эффективные решения. Изменение ястребиной политики ФРС США. Все это вполне может развернуть рынок крипты во второй половине 2023 года. Да идея рискованная, но и профит ожидается солидный.

Мой портфель вполне консервативен по меркам криптомира, для хранения использую холодный кошелек Tangem Wallet. Очень удобный кошелек, особенно после Ledgera. Докупаю классической лесенкой и особо не переживаю по ценам. Пробьет Биткоин 16 тысяч, буду покупать еще. Да даже если 10 тысяч пробьет, буду докупать. Так же поступаю с Альткоинами, они более волатильны и иногда заставляют понервничать, но стратегия та же, покупка лесенкой.

Если материал вам понравился, поставьте пожалуйста лайк, да и если не понравился поставьте реакцию, так мне понятно, что материал читают.

#прояви_себя_в_пульсе
#альтернативные_инвестиции",16:14,2023-01-07,USDRUB
Bullhippo,"$RIH3   РТС выглядит так что пора заходить в лонг, он сильно просел в связи с девальвацией $USDRUB находится в зоне набора позиции и вблизи сильного сопротивления 94 000пт. Ожидаю роста РТС к уровню 11000пт и отката USD в район 68 руб.
Из рисков вижу обострение конфликта с Украиной  и открытие второго фронта через Беларусь.",16:06,2023-01-07,USDRUB
Epic_Capital,"Думаете, у вас есть навыки инвестирования? Ваша чрезмерная самоуверенность может дорого обойтись

Инвесторы уверенные в своих знаниях неправильно ответили на большое количество вопросов финансового теста, что говорит о том, что многие молодые инвесторы не просто не информированы, но и потенциально дезинформированы.
Это не значит, что уверенность - это плохо. Но склонность к чрезмерной самоуверенности — поведенческий принцип переоценки своей финансовой проницательности — может иметь разрушительные результаты.
Например, эта эгоистичная тенденция может обмануть ваш мозг, заставив его думать, что можно постоянно выигрывать на фондовом рынке с помощью рискованных ставок. Статистика показывает, что это тяжело для профессионалов, так что это должно быть тяжело и для обычного человека. Помимо добавления потенциально ненужного риска к портфелю, чрезмерная уверенность может привести к более высоким относительным издержкам, связанным с частой покупкой и продажей активов.

Социальные сети способствуют чрезмерной самоуверенности

Технологии и социальные сети облегчили людям формирование ложного впечатления о своих собственных знаниях и навыках. Например, инвесторы могут стать жертвой предвзятости подтверждения, когда они ищут в социальных сетях доказательства, подтверждающие ранее сложившееся (но потенциально ложное) мнение об инвестициях.
Технологии сделали доступ к информации проще, чем когда—либо, но теперь пользователи должны определить, является ли этот источник данных надежным.
Склонность к чрезмерной самоуверенности чаще всего проявляется при принятии инвестиционных решений типа ""быстро разбогатеть"".
Миллионы инвесторов открыли брокерские счета для того, чтобы извлечь выгоду из резкого роста цен; если бы они вошли или продали в неподходящее время, это могло бы стоить им больших денег.
Точно так же чрезмерная самоуверенность может привести к тому, что поспешные инвесторы случайно купят не те акции. Например, многие инвесторы купили акции Signal Advance в прошлом году после твита Илона Маска, который посоветовал подписчикам ""использовать Signal"", в результате чего акции выросли более чем на 400% за день. Однако инвесторы непреднамеренно купили не те акции — генеральный директор Tesla и SpaceX имел в виду приложение для обмена зашифрованными сообщениями Signal, в то время как Signal Advance является небольшим производителем компонентов.

Как проверить свое инвестиционное эго

Один из способов преодолеть потенциальную самоуверенность - изучить прошлые инвестиционные решения и то, как они сработали. Проанализируйте, как чрезмерная самоуверенность могла со временем привести к плохим результатам и чего можно было бы достичь при более реалистичном подходе, сказал он.
Кроме того, инвесторы могут использовать 
концепцию, изобретенную психологом Гэри Кляйном и поддержанную экономистом и нобелевским лауреатом Даниэлем Канеманом. Представте потенциальные результаты с точки зрения будущего. Цель состоит в том, чтобы улучшить решение, а не подвергать его ""вскрытию"" после смерти. Возможно, через один, пять, 10 или 20 лет — что ваши инвестиции увенчались успехом. Подумайте о причинах такого потенциального успеха. Точно так же представьте, что это была катастрофа, и подумайте о причинах этого. Это упражнение может помочь людям увидеть потенциальные риски и ошибки, которые они упустили из виду из-за чрезмерного оптимизма.
Автор оригинальной статьи Грег Якурчи, мне пришлось её сильно сократить, чтобы уложиться в ограничения Пульса по количеству знаков. 
Источник: https://www.cnbc.com/2023/01/06/why-your-investment-ego-might-be-costing-you-big-bucks.html
Вы уверены, что $USDRUB будет по 120/50 или есть некоторая вероятность, что Ваши суждения ошибочны? 
Не ИИР. 
#прояви_себя_в_пульсе #новичкам #учу_в_пульсе #пульс_оцени",15:51,2023-01-07,USDRUB
007ddd,"$USDRUB Почему в России сначала Новый год, а потом Рождество ? 🤷🏼‍♂️🤡🎄
Может от этого мы вечно догоняющая страна ?)",15:47,2023-01-07,USDRUB
RamAli_Shipping,"$USDRUB доллар красавчик, так держать😁",15:46,2023-01-07,USDRUB
sloni,$USDRUB дождались и электромобилей отечественных. Сколько в $ будет стоить?,15:37,2023-01-07,USDRUB
Anutka777,"На собрании Госсовета Путин сказал о том, что доллар скукоживается, а рубль укрепляется. Так вот сейчас, к сожалению, ситуация обратная. Причем рубль скукоживается так, что неясно, когда остановится. Происходят иногда коррекции, но в долгосрочке он продолжает слабеть. И чем дальше будет продолжаться военный конфликт, чем дальше будут накладываться санкции, тем и ситуация буде становиться тяжелее. Поэтому свободный кэш буду в большей степени держать в юанях и долларах. Ну а когда приму решение закупаться РФ акциями, то тогда уже переводить в рубли. Похоже, что в данной ситуации это самое разумное решение.

Это не рубль слабеет, а евро и доллар дорожают.

$USDRUB $CNYRUB",13:26,2023-01-07,USDRUB
EgorkaSpecialist,"$USDRUB РИАЛС На январь прогноз 
$ по 100 ???
Думаю нет
$ по 50?
Думаю нет

Увидим в январе в диапазоне 50,5₽ - 99,9₽
За пределы диапазона врядли выйдет 
Гарантия 70% , но незабывайте про остальные 30% 



Скоро стану долларовым миллионером 
Осталось накопить всего  999 950$😍😍",13:23,2023-01-07,USDRUB
Go2DaMoon,"$USDRUB собираюсь в Дубай, никогда не был там, подскажите как быть с валютой чтобы выгоднее было и менее напряжно.
Я планирую обменять рубли на доллары наличкой в банке по 73.8 и потом в аэропорту Дубая обменять доллары на дирхамы. 
Может вы знаете другой способ. Как бы поступили вы если бы были на моем месте?",12:58,2023-01-07,USDRUB
Torgash_hrenov,"🇷🇺В 2023 году тенденция волатильности рубля $USDRUB, скорее всего, сохранится, рассказал партнер Capital Lab Евгений Шатов. Динамика национальной валюты зависит от многих факторов, уточнил он. Один из таких факторов — динамика цен на нефть. 

Эксперт отметил, что при этом укрепление российской валюты может быть сдержано в случае возобновления работы бюджетного правила, даже несмотря на то что оно заработает в более мягком режиме.

Еще одним фактором, поддерживающим рубль, может стать увеличение доли валют дружественных стран в расчетах, добавил он.

""Таким образом, базовый сценарий предполагает диапазон курса 68–75 рублей за $ 1, но в случае ухудшения конъюнктуры существует риск падения до 80 рублей"", — считает Шатов.",12:44,2023-01-07,USDRUB
blackNEMON,$USDRUB Да ладно (гуру) людям головы не морочь сейчас роснефть дивы закроет если 400 вылет рублю хана временно будут переключаться могу тебе бабку цыганку сказать она такого нагадала что будет 800,12:11,2023-01-07,USDRUB
SirAgif,"По рублю мы стоим сейчас технически на очень интересном моменте.Цена 72-это наша локальная точка хая🌚
Объясняю для новичков-
•Либо отсюда ракетим на 80🚀
•Либо через коррекцию на 70,но также плавно ползём вверх
 
В любом случае,с прицелом на 1-2 месяца это лонг🫰🏼

$USDRUB",11:57,2023-01-07,USDRUB
ElviraPower,"$USDRUB неповезло нам оказаться в этой вселенной , с такой геополитической котастрофой. Но я знаю точно во всех вселенных их вроде  триллиарды триллиардов, доллары нужны во всех, так же рубль во всех вселенных дешевый, это законы космоса и вселенных",11:23,2023-01-07,USDRUB
Batman_27.98,"$RIH3 технически выглядит как лонг, но смущает возможная девальвация ₽
Но и в $ $USDRUB $SiH3 выглядит, как будто хочется отката, куда нибудь в район 68₽/$.
Ну и $MXH3",11:18,2023-01-07,USDRUB
DOLLARAN,"$USDRUB нефть и газ диктует курс, ЦБ с минфином ставят целевую в рамках потребности. Вот и весь секрет",11:14,2023-01-07,USDRUB
b.brmv,$USDRUB 🚀🚀🚀,10:05,2023-01-07,USDRUB
russianprettyflacko,"$USDRUB доброй ночи пульсяне, подскажите в чем смысл менять деньги через обменники, если можно менять через биржу? Если я с карты перевожу сюда 100$, меняю их на рубли и вывожу, это считается доходом и нужно платить налоги или в чем подвох?",3:44,2023-01-07,USDRUB
Nalivaikin,У кого заходит в Альфа инвестиции? Если пароль не правильный то пишет оставшиеся попытки. А правильный Ошибку выдаёт.. $USDRUB,3:31,2023-01-07,USDRUB
BasvaDi,"$USDRUB
#однако 🤔 🙄
Прогнозы аналитиков по курсу рубля на 2023 год:

• Sber CIB: ₽61в базовом сценарии, ₽70 в случае глобальной рецессии;
• ВТБ: ₽68 к концу года;
• Минэк: ₽68 к концу года;
• Тинькофф: ₽70-73 к концу года;
• Альфа: ₽70-80 к концу года;
• БКС: ₽71,4 к концу года;
• Промсвязьбанк: ₽78-80 к концу года.",2:25,2023-01-07,USDRUB
noname781,$USDRUB не по теме. Что там с замороженными иностранными акциями? Ни у кого так и не разблочили?,1:49,2023-01-07,USDRUB
LouisG,$USDRUB кто покупал биткоин ?) недавно,0:39,2023-01-07,USDRUB
kamuralsk,"$USDRUB уважаемые знатоки, у кого был опыт, как перевести доллары с карты ВТБ в Тинек? Или как еще выгодно обменять доллары с карты на рубли? Курс в ВТБ 66₽ за $",0:10,2023-01-07,USDRUB
EBTYLLIEHKOB,$USDRUB ))),23:53,2023-01-06,USDRUB
Epic_Capital,"Быть честным с самим собой

Человек, которым мы хотим быть, не обязательно должен быть тем, кем мы должны быть. Многие люди преследуют идеалы, которые не отражают их истинных сильных сторон и того, как они могут наилучшим образом добиться успеха. Они создают представление о том, кем они * должны * быть, и работают все усерднее и усерднее, поднимаясь по этой лестнице, только для того, чтобы в конце концов обнаружить, что она ведет не к той цели.

Рассмотрим несколько примеров:

Хедж-фонд накапливает все больше и больше капитала и расширяется на все большее число ликвидных стратегий и рынков, но только для того, чтобы потерять свое преимущество перед конкурентами и эффективность.

Финансовые менеджеры снова и снова расширяют свои команды, но только для того, чтобы обнаружить, что они гораздо лучше управляют портфелями, чем управляют людьми.

Трейдеры тратят все больше и больше времени на свои результаты только для того, чтобы обнаружить, что их поглощенность собой приводит к тупиковым ситуациям в их отношениях.

Вот моя басня, основанная на недавнем посте:
Гусеница не довольствовалась тем, что она маленькая ползучая гусеница, и поэтому нанимает тренера по выступлениям. Тренер убеждает гусеницу, что она может быть гораздо большей гусеницей и двигаться гораздо быстрее. Затем тренер проводит вдохновляющую беседу и говорит гусенице, что она не должен довольствоваться тем, что она гусеница. Она должен превратиться в большую, страшную змею! Таким образом, гусеница работает все усерднее и усерднее, превращаясь в змею, только для того, чтобы снова и снова терпеть неудачу. Но это еще не самое печальное. Гусеница тратит так много времени, пытаясь стать змеей, что она никогда не входит стадию куколки и, следовательно, никогда не становится бабочкой.

Истина заключается в том, что существуют две формы роста. Один из видов роста - это улучшение того, кто вы есть и что вы делаете. Второй тип роста - это изменение того, кто вы есть и что вы делаете. Посмотрите на Apple, посмотрите на Amazon, посмотрите на McDonalds. Все это очень разные компании с того момента, как они появились. Год за годом они становились лучшими версиями самих себя, но периодически они становились другими версиями самих себя.
Другими словами, есть время для того, чтобы стать лучшей гусеницей, и есть время для того, чтобы стать бабочкой.

Многие, очень многие исполнители заходят в тупик, потому что они продолжают пытаться стать лучшими гусеницами и никогда не эволюционируют и не трансформируются.
Самое сложное - быть честным с самим собой и понимать, когда пора становиться лучше в той игре, в которую мы играем, а когда пора играть в другую игру. Нелегко отпустить прошлое и начать неопределенное будущее. Однако, если мы никогда не станем куколкой, мы никогда не взлетим.

Автор: Бретт Стинбаргер, доктор философии, автор книги ""Философия трейдинга"" 
Источник:
http://traderfeed.blogspot.com/2023/01/being-honest-with-yourself.html?m=1

Может не стоит ждать $USDRUB по 50 или 120, а стоит заняться чем-нибудь другим? 
#прояви_себя_в_пульсе #новичкам #учу_в_пульсе",23:21,2023-01-06,USDRUB
