login,post,posts_time,posts_dt,ticker
BigDaddy205,"Доброе утро!
Рубрика #зачашкойкофе

🔴 Сбербанк с 10 января поднял ставки по кредитам на покупку вторичного и первичного жилья на 0,5 п.п. Условия ужесточают и другие банки. $SBER

🔴 Экс-главу McDonald’s обвинили в обмане инвесторов. Расследование Комиссии по ценным бумагам связано с введением в заблуждение акционеров о причинах отставки экс-главы McDonald’s Стива Истербрука. Он был уволен в 2019 году из-за любовных связей с подчиненными. 

🟢 «Тинькофф банк» внедрит звонки из приложения по аналогии с WhatsApp.

🟢 Scarlett выйдет на рынок бытовой химии.

🔴 Большинство инвесторов ожидают, что плохие отчеты о прибылях и убытках приведут к падению S&P 500.

🟢 Минфин Бельгии приступил к рассмотрению заявок от российских брокеров.

🟢 Альфа-Банк передал Euroclear все документы и реестры для разблокировки активов клиентов.

🟢 Лукойл заключил соглашение о продаже НПЗ ISAB в Италии группе G.O.I. Energy, сделку планируется закрыть до конца марта 2023 года. $LKOH

🟢 Ставки риска для маржинальной торговли снижаются. Теперь инвесторы, которые пользуются маржинальной торговлей, могут брать плечи побольше - $TCS $TCSG Тинькофф

🔴 Moderna $MRNA ожидает, что продажи вакцины против COVID в 2023 году составят $5 млрд по сравнению с $18 млрд в 2022 году

🟢 Официальный представитель министерства здравоохранения Китая Лян: новая волна Covid во время праздников маловероятна

🟢 Китай с 8 января отменил целый ряд действовавших с 2020 года антиковидных ограничений, в том числе обязательный централизованный карантин и ПЦР-тестирование по прибытию из-за границы.

🔴 ФРС США повысит ставки почти на 5,5% к маю - прогнозирует Citigroup.

🟢 $TSLA Tesla начинает снижать цены в Сингапуре в отношении существующих запасов Model 3 и Model Y.

🟢 СПБ Биржа $SPBE с 9 января 2023 года возобновит торги ценными бумагами некоторых компаний, которые зарегистрированы за рубежом, но ведут основную деятельность в России. В их числе  $YNDX «Яндекса», депозитарные расписки $CIAN Cian, $HHR HeadHunter, $OZON Ozon и $FIVE X5 Group. Бумаги будут доступны для совершения сделок в режиме основных торгов с 10:00 до 18:40 мск. Торги и расчеты по сделкам с указанными ценными бумагами будут проводиться в долларах США.

🔴  Акции $VORB Virgin Orbit резко упали на 30% после неудачного запуска ее первой ракеты в Великобритании

⚡️⚡️⚡️ В 17-00 по Москве, выступление Джерома Пауэлла. 


😱 Биткоин 17 214$
💵 Доллар - 70,30₽ 
💶 Евро - 75,07₽
🛢 Нефть – 79,22$

🔴 VIX (21,96)  + 3,88%
🔴 S&P 500 (3 892) - 0,08%
🟢Nasdaq (10 635) + 0,63%

Отчеты компаний:

$SNX - 16:00 
ACI - 16:30


Моя новая книга  про Технический анализ для начинающих:
https://www.litres.ru/bigdaddy205/tehnicheskiy-analiz-dlya-chaynikov/

Всем крутого дня 💪🏻💪🏻💪🏻",8:50,2023-01-10,FIVE
geka0007,"​​↘️ НОЧНОЙ ОБЗОР, МЫСЛИ ↙️

⚡️ Сегодня сильнее всего откупали акции технологического сектора. На этой неделе нас ждут данные по инфляции, которые выйдут в четверг. Дальнейшее замедление инфляции может поддержать текущий позитивный настрой. Индекс SP500 вполне может преодолеть отметку 4000 пунктов, если цифры выйдут лучше ожиданий. Также в конце недели стартует сезон корпоративной отчетности за IV квартал. Отечественные фондовые индексы завершили день ростом. В «зеленой» зоне сегодня торговались большинство глобальных индексов в Азии и Европе, и это сыграло на руку российскому рынку. Поддержку оказал рост цен на нефть, котировки прибавляют около 2% за счет позитива из Китая. СПБ Биржа с сегодняшнего дня возобновила торги бумагами иностранных эмитентов, ведущих основную деятельность в России – $YNDX , $CIAN , HeadHunter, $OZON , $FIVE  Retail Group. Бумаги доступны для совершения сделок в режиме с 10:00 до 18:40 мск, торги проходят в долларах.

🌃 НОВОСТИ ЗА ВЕЧЕР:

🌙 Акции технологических китайских компаний растут на фоне улучшения перспектив сектора, после комментариев регулятора об окончании многолетних репрессий

🌙 Китай продлил часы торгов CNY на материковом Китае в качестве очередного шага к дедолларизации 

🌙 Рыночная цена газа в Европе впервые в этом году превысила уровень в $800 за тысячу кубометров.

🌙 ""Сахалин-1"" близок к полному восстановлению нефтедобычи. Добыча на проекте полностью восстановится через три-четыре недели. 

🌙 $PFE  работает над запуском поставок своей антиковидной таблетки Paxlovid  в Китай 

🌙 $MRNA  собирается повысить цену на свою антиковидную вакцину до $110 - 130 (рост в 8 раз) после окончанися контракта с государством  

🌙 НРД получит инструкции по разблокировке замороженных активов от Euroclear лишь после получения разрешений от Бельгии. Минфин Бельгии приступил к рассмотрению заявок от российских брокеров

🌙 Инвесторы ожидают что замедление экономики США больше всего ударит по отчетностям компаний в 1кв и 2кв 2023г, причем больше всего пострадает 2кв 

🌙 $TSLA  начинает нанимать сотрудников для своего нового завода по переработке лития

🌠 ФЬЮЧЕРСЫ СЕЙЧАС:

🔴US 30 -0,30%  
🔴S&P 500 -0,10%  
🟢Nasdaq +0,48%  
🟢Russell 2000 +0,39%  
🟢Гонконг 40 +0,19%   
🔴Китай H-Shares -0,27%  
🟢S&P 500 VIX +0,83%  
🟢РТС +3,72%  
🟢Мосбиржа +0,33%",1:18,2023-01-10,FIVE
Journalbigmountain,"$FIVE  Завтра мы покупаем кое что более значимое. Дополняю и  с корректируем налоговый вычет в плюс . 
А то как то не правильно за январь минус иметь !!
Журнал уведомляет пока не рассматриваем Пятерочку. Там интересная история о ней позже . Сейчас главное для читателей нашего журнала ! 
Ребус ! 
Конечно прямым текстом будет завтра озвучено . А сейчас разминка для нейрокортекса .
Мы с коллегой специально отрисовали в таком порядке данные картины . Так как завтра будет сделка и после нее ещё сделки ) правда как козырные тузы их много не бывает . На каждый месяц свой козырь .
Ну что ж ребус начинается .
К завтрашней сделки о чем речь в данном предложении. 
Расшифровать надо только девушку и часы .
Ситуация 
Девушка удивилась тому сколько мы заработали на акции ! 
Мы спросили ее почему ваше удивление значительно сильное !
Я не видела никогда такого !",20:56,2023-01-09,FIVE
tonycash19,$FIVE зачем я снова купил эту мертвую бумагу,20:53,2023-01-09,FIVE
KatrinVi,"$FIVE  поговорим о продуктовых магазинах 

На глаза попала х5 
Не особо обращала на нее внимание ,но сейчас проанализировав думаю что акция достойна внимания 

Конечно счастливчике те кто летом прикупил по 800 ₽ акцию сидят в хорошем плюсе 👍

Сейчас  анализирую и понимаю что скорее всего сходит вниз немного ,но в целом тренд вверх как вижу я 

А вы что думаете ?",20:11,2023-01-09,FIVE
PavelPK,"Рынок российских акций в 2023 году, возможности?

Прошедший 2022 год стал для российского рынка одним из худших в его истории — из-за СВО, санкций, ухода иностранных инвесторов, сниженной ликвидности. Вы и сами видите как расстерялось около половины капитализации. Год стал худшим с прошлого мирового финансового кризиса, динамика основного индикатора рынка, индекса Мосбиржи — худшая среди 92 мировых индексов, которые отслеживает агентство Bloomberg. На десятки процентов упали почти все отраслевые индексы рынка (кроме сектора нефтехимии), а единственной акцией из индекса Мосбиржи, которая по итогам года выросла, оказалась бумага производителя удобрений «Фосагро» $PHOR . Более четверти бумаг, которые входят в основные индексы российского фондового рынка, упали на 50% и более.

В 2023 году, как и в 2022-м, геополитика по-прежнему будет основным фактором, влияющим на акции, считают эксперты. Сейчас рыночные мультипликаторы компаний находятся на 50-80% ниже средних значений за предыдущие пять лет. При этом, большинство публичных компаний дает позитивные прогнозы на следующий год, многие уже вернулись к практике выплаты дивидендов. В этих условиях самые интересные бумаги будут именно в голубых фишках, а не во втором-третьем эшелоне, считают эксперты.

Брокеры и биржевые аналитики видят возможности для роста российского рынка в 2023 году.

По прогнозу $SBER SberCIB Investment Research, индекс Мосбиржи может вырасти в этом году до 2600 пунктов — с учетом дивидендов по бумагам, это подразумевает полную доходность около 30%. Еще более оптимистичен БКС — потенциал роста до 2800 пунктов, доходность с учетом дивидендов — около 40%.

Какие секторы и акции, по мнению аналитиков, стоит добавить в портфель?

1. Ретейл — главный защитный сектор
Среди секторов, которые в 2023 году представляют наибольший интерес с точки зрения роста, аналитики выделяют продуктовый ретейл. По их мнению, сектор «оправдывает звание защитного» — основные показатели растут соразмерно инфляции (то есть игрокам сектора удается переложить издержки, связанные с инфляцией, на потребителей), спрос не снижается, к сектору не применимы санкции, а крупные игроки имеют возможность оптимизировать закупочные цены и арендные платежи. «Продовольственный ретейл остается одной из наиболее устойчивых категорий потребительских расходов в периоды слабой макроконъюнктуры», — подчеркивают в своей стратегии на 2023 год аналитики.

На фоне вялой динамики доходов населения драйвером роста для лидеров рынка станут магазины в формате жестких дискаунтеров, отмечают в своей стратегии аналитики «Атон». Фаворитами сектора они называют бумаги «Магнита» $MGNT и X5 Group $FIVE . Последние, как отмечают аналитики, выглядят недооцененными — они торгуются с дисконтом более 50% к пятилетним значениям. Такая недооценка связана с депозитарной формой бумаг и иностранной «пропиской» компании. «Когда ситуация с выплатой дивидендов разрешится, инвесторы существенно пересмотрят свое отношение к эмитенту». У «Магнита» проблем с зарубежной регистрацией нет, поэтому именно у этих бумаг аналитики видят наибольший потенциал роста в секторе в ближайший год. Целевая цена по бумаге — 6900 рублей за штуку (+57% от текущих показателей). Ретейлер может вернуться к выплате дивидендов в следующем году, выиграет от консолидации рынка, а также от ухода некоторых иностранных игроков.

Привлекательными выглядят не только традиционные ретейлеры. Онлайн-ретейлер Ozon $OZON может выиграть от ухода иностранных игроков из России, а маркетплейсы e-commerce в 2023 году продолжат расти опережающими темпами по сравнению с розничными сетями, поэтому прогноз по бумагам компании на 2023 год — «лучше рынка», пишут аналитики. 

2. Нефтегаз -  $LKOH, $ROSN, $GAZP

3. Финансы -  $SBER {$TCSG}

4. Прочие сектора -  $IRAO $POSI

5. Валюта и облигации -  $USDRUB $HKDRUB

✅Подробнее про другие сектора - https://pavelpk.ru/russian-stocks-2023",17:31,2023-01-09,FIVE
stalker_5369,"$FIVE затормозилась с прошлого года, все прыгают, а это ГДР ползает с поползновениями вниз",16:23,2023-01-09,FIVE
Oktavian_Avgust,"#репетиторпоматематике
Друзья!
Еще один раздел компаний, который меня интересовал, связан с едой. И самое главное тут качество/цена и доставка. 
В идеале я бы купил акции Самоката, но не нашел, поэтому выбирал из того что есть. 
На выбор были $LENT $MGNT $FIVE 
• Последний раз когда зашел в ленту - увидел очень большие ценники на всю продукцию, а качество обслуживания было намного ниже чем у тех же перекрестков и магазинов окей. Доставка у них точно ниже среднего.
• Магнит - это самая нижняя планка в продуктовых на мой взгляд. Просрочка, перегар на все помещение, грязь и алкоголики у входа. Это мои последние впечатления от похода в этот магазин. Доставку даже побоялся заказывать. 
• Пятерочка/перекресток. Эти ребята мне нравятся больше чем предыдущие. В перекрестке мне понравилось больше всего. Доставка там на уровне. Качество товара на высоте, всегда чисто и убрано. Кассы самообслуживания максимально удобные. Пятерочка просто хорошо устроена, цены от магнита не сильно отличаются. Зато разница сразу видна в качестве товара и персонале.
Мой рейтинг:
1. Перекресток
2. Лента
3. Пятерочка 
4. Магнит
Вот вид из моего подъезда, в этом районе есть все из перечисленных магазинов. Привет и Питера!",14:30,2023-01-09,FIVE
Baffetology,"Новогодний мешок от Тинькофф 😋

Может показаться, что я хвастаюсь, но именно это я и буду сейчас делать 😂, но не потому что завезли прикольные ништяки, а дело в другом.

Вы и без меня на своей шкуре почувствовали как потряс 2022 и казалось свел на нет весь инвестиционный климат. И в этих условиях, когда инвестиции с одной стороны стали сложны даже с элементарной технической точки зрения с блокировкой, невозможностью продажи/покупки отдельных классов активов и ограничениями набора инструментов для неквалов, есть огромное количество людей, которые любят это дело, любят разбираться в компаниях, бумагах, в влиянии тех или иных факторах на экономику и котировки. Разные инвестфонды сколько угодно могут загружать/разгружать те или иные позиции. Это все управление лишь рисками, это все обезличенные инвестиции. В этом нет самого важного, энтузиазма и страсти. А страсть эта есть в отдельных людях, в отдельных компаниях и командах, которые созданы людьми, которые хотели объединить единомышленников вокруг этой страсти к инвестициям.

И именно это и приятно, что в таких условиях, когда казалось бы столько глобальных, стратегических и технических сложностей, страсть никуда не делась и столько усилий предпринимается, чтобы поддерживать наше с вами инвестнастроение, уделяют внимание нюансам, борются за разблочивание наших с вами активов, пишут новости, посты, держат в курсе, открывают новые инструменты - это все работа многих и многих увлеченных людей. И все для нас с вами - для розничных, обычных инвесторов. За эти несколько лет просто с фантастической скоростью акцент и все внимание сфокусировалось на нас с вами, на рядовых инвесторах и это дорогого стоит. Легче было бы сидеть в стороне «до лучших времен», чем делать все, что в силах, всю эту работу.

Это очень круто и именно этим и ценен этот презент, такой актуальный, с юмором и понимаем по отношению ко всему происходящему, как это сделал Тинькофф $TCS подогнав прикольный набор алкоинвестора с тонким намеком, чем заняться в 2023м 😂. Детали зацените на фото)

Спасибо команде @Tinkoff_Investments за внимание и старания, за то, что культивируете и поддерживаете позитивный инвествайб, отношение, это очень ценно)

Также спасибо @Yandex, $SGZH, @Positive_technologies, $FIVE, $SMLT за презенты и за то, что задаете эту моду и тренд в части ценности рядовых инвесторов и держателей акций для российских компаний, это очень круто 💪",14:07,2023-01-09,FIVE
VeronikaCastro,"🕵📋⚖ Debt/EBITDA + EV/EBITDA
Спайка мультипликаторов для быстрой оценки

📂Эти мультипликаторы считаются первым фильтром при глобальном поиске акций для стоимостного инвестирования. Напомню, что суть стратегии стоимостного инвестирования - выявление недооцененных ценных бумаг с помощью анализа фундаментальных показателей с целью приобретения на долгосрочную перспективу

💥Мультипликатор EV/EBITDA - отношение стоимости компании Enterprise Value к прибыли до вычета кредитных процентов, налогов и амортизации активов - Earnings before Interests, Taxes, Depreciation & Amortization, EBITDA. Этот показатель даёт возможность оценить, за какое количество лет приносимая компанией прибыль окупит стоимость приобретения компании с учётом её долговых обязательств

🌐EV/EBITDA точнее отображает состояние бизнеса по сравнению со стандартным коэффициентом P/E, который разбирали ранее в постах, и позволяет сравнивать предприятия из разных стран

📊В основном, если значение EV/EBITDA<3, компания считается недооцененной. Чем меньше значение, тем больше отдачи получит инвестор на вложенный капитал. Средний показатель по РФ равняется 6.
Отрицательное значение мультипликатора говорит о том, что компания в рассматриваемом периоде несёт убытки.

$ISKJ 34.7 максимальный показатель по компаниям РФ

💥Чистый долг/EBITDA показывает, за сколько лет при неизменном уровне прибыли можно выплатить имеющиеся долги

🏚Чем больше этот показатель, тем выше риск потенциального банкротства. Опытные инвесторы используют такой мультипликатор не только при анализе истории долговой нагрузки эмитента, но и при прогнозе динамики его развития

🛡Соотношение Чистый долг/EBITDA важно инвесторам, придерживающимся дивидендной стратегии. Чем выше долг компании относительно ее прибыли, тем больше средств будет уходить на его обслуживание, а не на выплаты акционерам

📊Как и при сравнении по EV/EBITDA, предпочтительной считается та компания, для которой этот мультипликатор ниже. Оптимальное значение – не более двух. При этом следует делать поправку на отрасль, в которой ведется бизнес. IT-сфера традиционно предполагает большую закредитованность. Цифра выше четырех – плохой показатель

$AFLT 6.05 максимальный показатель среди топ компаний

➖ Отрицательные значения мультипликатора говорят об отсутствии у фирмы долгов. Однако в бизнесе это не считается идеальной ситуацией: возможно, компания просто не в состоянии брать и обслуживать банковские кредиты

❗Важная особенность этих двух мультипликаторов – неприменимость к банкам и страховым фирмам. Для компаний финансовой сферы обычно не вычисляют EBITDA, а также иначе оценивают уровень долга

Тикер   EV/EBITDA ЧДОЛГ/EBITDA  P/E
$FIVE            3.01            0.89          7.47
$MGNT         4.88           1.43           7.29
$BELU           3.58           0.99           5.73
$OZON         -8.76           0.22          -3.05

Если убирать поочерёдно с самым большим показателем столбца - остается Белуга

❗Учитывая, что по классическому p/e наш рынок практически весь недооценен, не только в свете последних событий, дополнительная спайка разбираемых мультипликаторов помогает получить более ясную картину на предварительном этапе отбора акций

*сайты, где все эти мультипликаторы подсчитаны и сформированы в удобную диаграмму, собраны в отдельном посте на Канале - подписывайся",13:16,2023-01-09,FIVE
Udacha_man,$FIVE эта штука мертва.,13:10,2023-01-09,FIVE
Ganster020,"$FIVE и все таки пятёрочка это дно, что акции, что магазины",12:18,2023-01-09,FIVE
Zheltikov_finance,"📌 Важные события текущей недели на фондовых рынках

👉9 января - понедельник

🔸 СПБ Биржа планирует возобновить торги ценными бумагами Yandex (ранее - тут), Cian, HeadHunter, Ozon (ранее - тут), и X5 Group с расчетами в долларах

👉10 января - вторник 

🔸 Роснефть - Последний день покупки для получения дивидендов (ранее - тут)
Размер - 20,39 рублей
Доходность - 5%

🔸 Выступление главы ФРС

👉 11 января - среда 

Башинформсвязь - Последний день покупки для получения дивидендов 
Размер - 0,2967 рублей обычка
Размер - 0,509 рублей преф
Доходность - 5,5%

🔸 Белуга Групп - Акционеры примут решение по дивидендам за 9 месяцев 2022 года  

🔸 ТГК-1 Акционеры примут решение по дивидендам за 2022 год

👉 12 января - четверг 

Выйдут данные по Инфляции в США 

👉 13 января - пятница

🔸 Стартует полноценный сезон корпоративных отчётностей в США

@aboutdiv #события #неделя #дивиденд #отчет
$YNDX $SPBE $HHR $OZON $CIAN $FIVE $ROSN $TGKA 

Ряд бумаг в стратегию &MSZ Fund Сбалансированная в ближайшее время будет рассматривать",10:42,2023-01-09,FIVE
Zertrep,"Ожидаемые события этой недели:
•Понедельник - 09.01:
📌 $SPBE $YNDX $CIAN $HHR $OZON $FIVE   СПБ Биржа планирует возобновить торги ценными бумагами Yandex, Cian, HeadHunter, Ozon и X5 Group. 
•Вторник - 10.01:
📌 $ROSN Последний день для попадания в реестр акционеров, имеющих право на получение дивидендов Роснефти за I пол. 2022.
•Среда - 11.01:
📌 $BISVP Последний день для попадания в реестр акционеров, имеющих право на получение дивидендов Башинформсвязи за 9 месяцев 2022 г.
Источник: БКС Экспресс.",9:45,2023-01-09,FIVE
